BHMBCCMKT01,577,58,2016-10-07 08:03:27
BHMBCCMKT01,577,61,2016-10-07 08:30:27
BHMBCCMKT01,577,75,2016-10-07 09:04:13
BHMBCCMKT01,577,103,2016-10-07 09:30:27
BHMBCCMKT01,577,128,2016-10-07 09:57:27
BHMBCCMKT01,577,172,2016-10-07 10:30:27
BHMBCCMKT01,577,188,2016-10-07 10:57:30
BHMBCCMKT01,577,199,2016-10-07 11:30:28
BHMBCCMKT01,577,210,2016-10-07 12:03:29
BHMBCCMKT01,577,206,2016-10-07 12:30:28
BHMBCCMKT01,577,200,2016-10-07 13:04:28
BHMBCCMKT01,577,201,2016-10-07 13:30:29
BHMBCCMKT01,577,193,2016-10-07 14:03:28
BHMBCCMKT01,577,181,2016-10-07 14:30:32
BHMBCCMKT01,577,172,2016-10-07 15:04:30
BHMBCCMKT01,577,159,2016-10-07 15:30:32
BHMBCCMKT01,577,158,2016-10-07 15:57:31
BHMBCCMKT01,577,132,2016-10-07 16:30:29
BHMBCCMKT01,577,53,2016-10-14 08:01:05
BHMBCCMKT01,577,57,2016-10-14 08:27:10
BHMBCCMKT01,577,67,2016-10-14 09:01:08
BHMBCCMKT01,577,100,2016-10-14 09:27:10
BHMBCCMKT01,577,134,2016-10-14 10:01:11
BHMBCCMKT01,577,157,2016-10-14 10:27:09
BHMBCCMKT01,577,205,2016-10-14 11:01:07
BHMBCCMKT01,577,220,2016-10-14 11:27:06
BHMBCCMKT01,577,224,2016-10-14 12:01:11
BHMBCCMKT01,577,213,2016-10-14 12:27:06
BHMBCCMKT01,577,205,2016-10-14 13:01:11
BHMBCCMKT01,577,201,2016-10-14 13:27:07
BHMBCCMKT01,577,182,2016-10-14 14:01:11
BHMBCCMKT01,577,174,2016-10-14 14:34:08
BHMBCCMKT01,577,171,2016-10-14 15:01:12
BHMBCCMKT01,577,161,2016-10-14 15:27:08
BHMBCCMKT01,577,138,2016-10-14 16:01:11
BHMBCCMKT01,577,134,2016-10-14 16:34:08
BHMBCCMKT01,577,57,2016-10-28 08:16:41
BHMBCCMKT01,577,57,2016-10-28 08:16:41
BHMBCCMKT01,577,69,2016-10-28 08:56:40
BHMBCCMKT01,577,99,2016-10-28 09:29:43
BHMBCCMKT01,577,135,2016-10-28 10:02:44
BHMBCCMKT01,577,171,2016-10-28 10:29:41
BHMBCCMKT01,577,196,2016-10-28 10:56:43
BHMBCCMKT01,577,230,2016-10-28 11:29:44
BHMBCCMKT01,577,262,2016-10-28 12:02:44
BHMBCCMKT01,577,269,2016-10-28 12:29:45
BHMBCCMKT01,577,266,2016-10-28 13:02:43
BHMBCCMKT01,577,275,2016-10-28 13:29:45
BHMBCCMKT01,577,296,2016-10-28 14:02:39
BHMBCCMKT01,577,290,2016-10-28 14:29:45
BHMBCCMKT01,577,282,2016-10-28 15:02:43
BHMBCCMKT01,577,269,2016-10-28 15:29:41
BHMBCCMKT01,577,256,2016-10-28 16:02:40
BHMBCCMKT01,577,220,2016-10-28 16:29:42
BHMBCCMKT01,577,48,2016-11-04 08:00:29
BHMBCCMKT01,577,56,2016-11-04 08:26:32
BHMBCCMKT01,577,71,2016-11-04 08:59:32
BHMBCCMKT01,577,97,2016-11-04 09:33:32
BHMBCCMKT01,577,115,2016-11-04 10:00:29
BHMBCCMKT01,577,135,2016-11-04 10:26:31
BHMBCCMKT01,577,154,2016-11-04 11:00:33
BHMBCCMKT01,577,179,2016-11-04 11:33:31
BHMBCCMKT01,577,183,2016-11-04 12:00:31
BHMBCCMKT01,577,182,2016-11-04 12:33:34
BHMBCCMKT01,577,171,2016-11-04 13:00:30
BHMBCCMKT01,577,173,2016-11-04 13:26:33
BHMBCCMKT01,577,179,2016-11-04 13:59:31
BHMBCCMKT01,577,167,2016-11-04 14:26:30
BHMBCCMKT01,577,156,2016-11-04 15:00:30
BHMBCCMKT01,577,145,2016-11-04 15:26:30
BHMBCCMKT01,577,136,2016-11-04 16:00:33
BHMBCCMKT01,577,119,2016-11-04 16:26:30
BHMBCCMKT01,577,39,2016-11-11 08:00:17
BHMBCCMKT01,577,42,2016-11-11 08:27:19
BHMBCCMKT01,577,63,2016-11-11 09:00:19
BHMBCCMKT01,577,82,2016-11-11 09:27:16
BHMBCCMKT01,577,122,2016-11-11 10:00:16
BHMBCCMKT01,577,147,2016-11-11 10:27:18
BHMBCCMKT01,577,169,2016-11-11 11:00:18
BHMBCCMKT01,577,191,2016-11-11 11:27:18
BHMBCCMKT01,577,188,2016-11-11 12:00:21
BHMBCCMKT01,577,178,2016-11-11 12:27:21
BHMBCCMKT01,577,164,2016-11-11 13:00:19
BHMBCCMKT01,577,166,2016-11-11 13:34:21
BHMBCCMKT01,577,170,2016-11-11 14:00:21
BHMBCCMKT01,577,161,2016-11-11 14:27:18
BHMBCCMKT01,577,162,2016-11-11 15:00:21
BHMBCCMKT01,577,142,2016-11-11 15:34:20
BHMBCCMKT01,577,138,2016-11-11 16:00:21
BHMBCCMKT01,577,124,2016-11-11 16:34:18
BHMBCCMKT01,577,35,2016-11-18 08:01:05
BHMBCCMKT01,577,35,2016-11-18 08:01:05
BHMBCCMKT01,577,37,2016-11-18 08:27:05
BHMBCCMKT01,577,73,2016-11-18 09:27:07
BHMBCCMKT01,577,117,2016-11-18 10:01:06
BHMBCCMKT01,577,157,2016-11-18 10:27:05
BHMBCCMKT01,577,194,2016-11-18 11:01:06
BHMBCCMKT01,577,197,2016-11-18 11:34:08
BHMBCCMKT01,577,205,2016-11-18 12:01:06
BHMBCCMKT01,577,193,2016-11-18 12:27:09
BHMBCCMKT01,577,201,2016-11-18 13:01:10
BHMBCCMKT01,577,217,2016-11-18 13:34:10
BHMBCCMKT01,577,213,2016-11-18 14:01:10
BHMBCCMKT01,577,196,2016-11-18 14:28:08
BHMBCCMKT01,577,168,2016-11-18 15:01:07
BHMBCCMKT01,577,164,2016-11-18 15:28:08
BHMBCCMKT01,577,154,2016-11-18 16:01:10
BHMBCCMKT01,577,140,2016-11-18 16:28:10
BHMBCCMKT01,577,44,2016-11-25 08:00:57
BHMBCCMKT01,577,44,2016-11-25 08:00:57
BHMBCCMKT01,577,60,2016-11-25 09:00:56
BHMBCCMKT01,577,106,2016-11-25 09:27:55
BHMBCCMKT01,577,222,2016-11-25 10:00:56
BHMBCCMKT01,577,283,2016-11-25 10:27:56
BHMBCCMKT01,577,331,2016-11-25 11:00:55
BHMBCCMKT01,577,370,2016-11-25 11:27:55
BHMBCCMKT01,577,380,2016-11-25 12:00:56
BHMBCCMKT01,577,390,2016-11-25 12:34:55
BHMBCCMKT01,577,386,2016-11-25 13:00:58
BHMBCCMKT01,577,384,2016-11-25 13:27:56
BHMBCCMKT01,577,357,2016-11-25 14:00:58
BHMBCCMKT01,577,355,2016-11-25 14:34:59
BHMBCCMKT01,577,341,2016-11-25 15:00:56
BHMBCCMKT01,577,333,2016-11-25 15:27:59
BHMBCCMKT01,577,264,2016-11-25 16:00:59
BHMBCCMKT01,577,248,2016-11-25 16:27:58
BHMBCCMKT01,577,18,2016-12-02 07:55:49
